"Earnings after 6 years","Earnings after 8 years","Earnings after 10 years","State","Type","Retention"
0.645,0.747,0.788,"PA","PartTime",0.3333
0.686,0.766,0.79,"PA","PartTime",0.5556
0.458,0.511,0.552,"PA","PartTime",0
0.712,0.766,0.797,"PA","PartTime",0.2308
0.762,0.791,0.8,"PA","PartTime",0.5
0.723,0.78,0.821,"PA","PartTime",0
0.715,0.787,0.812,"PA","PartTime",0.3333
0.59,0.638,0.688,"RI","PartTime",0.3333
0.836,0.88,0.903,"RI","PartTime",0.5
0.629,0.691,0.725,"RI","PartTime",0.2609
0.703,0.778,0.813,"RI","PartTime",0.5238
0.33,0.455,0.573,"MA","PartTime",0.4
0.206,0.309,0.416,"SC","PartTime",0.6667
0.553,0.63,0.673,"SC","PartTime",0.5
0.544,0.617,0.668,"SC","PartTime",0
0.263,0.345,0.434,"SC","PartTime",1
0.51,0.587,NA,"SC","PartTime",0.625
0.629,0.703,0.712,"SC","PartTime",0.375
0.624,0.696,0.713,"SC","PartTime",0.1429
0.76,0.806,0.83,"SC","PartTime",0.6667
0.488,0.539,0.596,"SC","PartTime",0.4
0.424,0.439,0.554,"SC","PartTime",1
0.466,0.528,0.61,"SC","PartTime",0.75
0.536,0.653,0.698,"SC","PartTime",0.3333
0.609,0.636,0.683,"SC","PartTime",0.3889
0.48,0.561,0.631,"SC","PartTime",0.6316
0.593,0.645,0.698,"SC","PartTime",0.7143
0.582,0.583,0.678,"SC","PartTime",0.3333
0.703,0.763,0.778,"SC","PartTime",0.8
0.566,0.661,0.708,"SC","PartTime",0
0.351,0.443,0.537,"SC","PartTime",0.1429
0.628,0.68,0.691,"SC","PartTime",0
0.569,0.66,0.694,"SC","PartTime",0
0.737,0.776,0.793,"SD","PartTime",0
0.537,0.611,0.661,"SD","PartTime",0.4667
0.659,0.704,0.722,"SD","PartTime",0.4762
0.621,0.687,0.642,"SD","PartTime",0.5833
0.623,0.663,0.67,"SD","PartTime",0.6
0.223,0.275,0.291,"SD","PartTime",0.64
0.795,0.826,0.847,"SD","PartTime",0.4
0.731,0.76,0.799,"SD","PartTime",0.4364
0.7,0.757,0.738,"SD","PartTime",0.4545
0.671,0.742,0.76,"SD","PartTime",0.5493
0.528,0.578,0.629,"TN","PartTime",0.5537
0.803,0.858,0.808,"TN","PartTime",0
0.622,0.681,0.735,"TN","PartTime",0
0.601,0.637,0.681,"TN","PartTime",0.4286
0.621,0.709,0.751,"TN","PartTime",1
0.652,0.705,0.747,"TN","PartTime",0.5
0.536,0.605,0.633,"TN","PartTime",0.4706
0.404,0.568,0.634,"TN","PartTime",0
0.452,0.617,0.546,"TN","PartTime",0
0.566,0.661,0.669,"TN","PartTime",0
0.389,0.472,0.537,"TN","PartTime",0
0.483,0.449,0.548,"TN","PartTime",0.7143
0.727,0.714,0.737,"TN","PartTime",0
0.28,0.373,0.432,"TN","PartTime",0.3333
0.34,0.466,0.511,"TN","PartTime",0.5
0.507,0.599,0.629,"TN","PartTime",0.2
0.605,0.648,0.709,"TN","PartTime",0.5
0.489,0.558,0.604,"TN","PartTime",0.1667
0.297,0.338,0.482,"TN","PartTime",0.3636
0.582,0.638,0.678,"TN","PartTime",0.5417
0.574,0.663,0.708,"TN","PartTime",0.4231
0.488,0.542,0.548,"TN","PartTime",0
0.6,0.657,0.659,"TN","PartTime",0.3333
0.597,0.624,0.729,"TN","PartTime",1
0.57,0.662,0.683,"TN","PartTime",0.5455
0.669,0.739,0.764,"TN","PartTime",0.5455
0.526,0.606,0.663,"TN","PartTime",0.4615
0.508,0.598,0.654,"TN","PartTime",0.6333
0.605,0.678,0.741,"TN","PartTime",0.2353
0.677,0.659,0.72,"TN","PartTime",0.5
0.592,0.655,0.714,"TN","PartTime",0
0.793,0.872,0.894,"TN","PartTime",1
0.661,0.706,0.733,"TX","PartTime",0.537
0.602,0.67,0.729,"TX","PartTime",0.3571
0.485,0.587,0.601,"TX","PartTime",0.3919
0.746,0.786,0.821,"TX","PartTime",0.5714
0.693,0.754,0.798,"TX","PartTime",0.5
0.651,0.715,0.761,"TX","PartTime",0.6333
0.682,0.7,0.702,"TX","PartTime",0
0.53,0.706,0.707,"TX","PartTime",0.5
0.649,0.686,0.704,"TX","PartTime",0.3333
0.642,0.683,0.727,"TX","PartTime",0.2857
0.478,0.601,0.59,"TX","PartTime",0.0769
0.639,0.777,0.727,"TX","PartTime",0
0.77,0.786,0.8,"TX","PartTime",0.5128
0.701,0.714,0.751,"TX","PartTime",0.5364
0.722,0.778,0.756,"TX","PartTime",0.3333
0.73,0.78,0.81,"TX","PartTime",0.605
0.585,0.652,0.661,"TX","PartTime",0
0.667,0.735,0.761,"TX","PartTime",0.4545
0.315,0.376,0.46,"TX","PartTime",1
0.581,0.658,0.693,"TX","PartTime",0.5278
0.577,0.702,0.749,"TX","PartTime",0.5
0.71,0.771,0.82,"TX","PartTime",0.2778
0.674,0.712,0.773,"TX","PartTime",0.25
0.694,0.725,0.744,"TX","PartTime",0.6667
0.515,0.469,0.473,"TX","PartTime",0.5
0.678,0.73,0.759,"TX","PartTime",0.5341
0.604,0.667,0.718,"TX","PartTime",0
0.556,0.652,0.703,"TX","PartTime",0.6433
0.431,0.5,0.487,"TX","PartTime",1
0.535,0.602,0.637,"TX","PartTime",0.9375
0.675,0.737,0.785,"TX","PartTime",0
0.689,0.701,0.781,"TX","PartTime",0.4
0.691,0.76,0.777,"TX","PartTime",0.6374
0.67,0.735,0.812,"TX","PartTime",0
0.81,0.805,0.822,"TX","PartTime",0
0.522,0.574,0.627,"TX","PartTime",1
0.641,0.71,0.75,"TX","PartTime",0.3103
0.69,0.759,0.789,"TX","PartTime",0.5616
0.563,0.65,0.661,"TX","PartTime",0
0.661,0.726,0.763,"TX","PartTime",0.6429
0.631,0.689,0.719,"TX","PartTime",0.4211
0.806,0.844,0.856,"TX","PartTime",0.9143
0.721,0.76,0.792,"TX","PartTime",0.5466
0.768,0.813,0.854,"TX","PartTime",0.8658
0.744,0.782,0.831,"TX","PartTime",0.7391
0.546,0.632,0.683,"TX","PartTime",0.4564
0.712,0.75,0.767,"TX","PartTime",0.6
0.768,0.814,0.817,"TX","PartTime",1
0.707,0.76,0.791,"TX","PartTime",0.46
0.66,0.731,0.769,"TX","PartTime",0.493
0.431,0.524,0.567,"TX","PartTime",0.2927
0.747,0.804,0.822,"TX","PartTime",0.6338
0.712,0.751,0.749,"TX","PartTime",0.5833
0.703,0.712,0.744,"TX","PartTime",0.44
0.657,0.702,0.751,"TX","PartTime",0.5
0.384,0.454,0.464,"TX","PartTime",0.3846
0.669,0.72,0.765,"UT","PartTime",0.8182
0.516,0.6,0.673,"HI","PartTime",0
0.515,0.543,0.62,"UT","PartTime",0.2971
0.417,0.441,0.528,"UT","PartTime",0.4
0.441,0.509,0.555,"UT","PartTime",0.2593
0.545,0.61,0.655,"UT","PartTime",0.375
0.606,0.67,0.698,"UT","PartTime",0.4912
0.611,0.66,0.696,"UT","PartTime",0.4194
0.706,0.758,0.776,"UT","PartTime",0.6331
0.64,0.695,0.714,"UT","PartTime",0.4397
0.678,0.791,0.791,"UT","PartTime",0.25
0.423,0.52,0.524,"VT","PartTime",0.75
0.611,0.677,0.706,"VT","PartTime",0
0.689,0.785,0.766,"VT","PartTime",0.3
0.501,0.563,0.617,"VT","PartTime",0
0.531,0.596,0.63,"VT","PartTime",0
0.745,0.792,0.84,"VT","PartTime",0.5
0.751,0.794,0.82,"VT","PartTime",0.6667
0.482,0.634,0.667,"VT","PartTime",0
0.748,0.778,0.748,"VT","PartTime",0.8333
0.677,0.756,0.782,"VT","PartTime",0.75
0.735,0.837,0.871,"VA","PartTime",1
0.553,0.625,0.73,"VA","PartTime",0.2364
0.786,0.826,0.805,"VA","PartTime",0
0.65,0.675,0.707,"VA","PartTime",0
0.746,0.803,0.823,"VA","PartTime",0.7436
0.614,0.698,0.737,"VA","PartTime",0.2667
0.768,0.818,0.855,"VA","PartTime",0.5
0.576,0.622,0.641,"VA","PartTime",0.3876
0.676,0.727,0.768,"VA","PartTime",0.5357
0.532,0.622,0.696,"VA","PartTime",0
0.684,0.797,0.815,"VA","PartTime",0.7568
0.728,0.779,0.808,"VA","PartTime",0.6667
0.65,0.726,0.775,"VA","PartTime",0.5
0.686,0.735,0.782,"VA","PartTime",0.5
0.797,0.84,0.909,"VA","PartTime",0
0.637,0.694,0.748,"VA","PartTime",0.5
0.444,0.537,0.598,"VA","PartTime",1
0.59,0.679,0.744,"VA","PartTime",0.3974
0.503,0.646,0.72,"VA","PartTime",0.6
0.792,0.849,0.868,"VA","PartTime",0.625
0.629,0.701,0.751,"VA","PartTime",0.4
0.786,0.834,0.876,"VA","PartTime",1
0.361,0.543,0.6,"VA","PartTime",0.1667
0.52,0.583,0.624,"WA","PartTime",0.2381
0.673,0.742,0.777,"WA","PartTime",0.3889
0.637,0.716,0.737,"WA","PartTime",0.3077
0.44,0.536,0.588,"WA","PartTime",0.3846
0.774,0.824,0.861,"WA","PartTime",1
0.55,0.645,0.619,"WA","PartTime",0
0.641,0.66,0.665,"WA","PartTime",0
0.7,0.773,0.78,"WA","PartTime",0.5
0.681,0.746,0.782,"WA","PartTime",0
0.756,0.809,0.829,"WA","PartTime",0.5
0.685,0.684,0.733,"WA","PartTime",1
0.728,0.779,0.802,"WA","PartTime",0.5641
0.755,0.801,0.832,"WA","PartTime",0.7581
0.647,0.714,0.768,"WA","PartTime",0.6897
0.631,0.723,0.75,"WA","PartTime",0.6667
0.455,0.504,0.468,"WV","PartTime",0.4286
0.598,0.665,0.741,"WV","PartTime",0.1429
0.491,0.538,0.606,"WV","PartTime",0.5
0.451,0.542,0.597,"WV","PartTime",0.4
0.418,0.52,0.593,"WV","PartTime",0.4444
0.508,0.602,0.632,"WV","PartTime",0.1429
0.491,0.537,0.672,"WV","PartTime",0
0.615,0.704,0.758,"WV","PartTime",0.1667
0.588,0.664,0.687,"WV","PartTime",0.4
0.447,0.481,0.532,"WV","PartTime",0.3
0.494,0.615,0.645,"WV","PartTime",1
0.615,0.704,0.758,"WV","PartTime",0.375
0.615,0.704,0.758,"WV","PartTime",0.375
0.651,0.697,0.693,"WI","PartTime",0.4
0.731,0.798,0.79,"WI","PartTime",1
0.732,0.766,0.782,"WI","PartTime",0
0.684,0.759,0.765,"WI","PartTime",0.5
0.691,0.741,0.743,"WI","PartTime",0.1667
0.689,0.702,0.745,"WI","PartTime",0.3333
0.537,0.614,0.57,"WI","PartTime",0.4545
0.834,0.87,0.888,"WI","PartTime",1
0.886,0.909,0.904,"WI","PartTime",0
0.737,0.804,0.824,"WI","PartTime",1
0.342,0.404,0.419,"WI","PartTime",0
0.688,0.733,0.772,"WI","PartTime",0.4762
0.731,0.789,0.82,"WI","PartTime",0.4286
0.656,0.705,0.767,"WI","PartTime",0.5556
0.737,0.827,0.84,"WI","PartTime",0.5
0.709,0.761,0.783,"WI","PartTime",0.5714
0.557,0.624,0.696,"WI","PartTime",0.3438
0.497,0.575,0.664,"WI","PartTime",0.5
0.737,0.784,0.793,"WI","PartTime",0.4231
0.592,0.66,0.677,"WI","PartTime",0.2
0.789,0.835,0.858,"WI","PartTime",0.875
0.678,0.739,0.766,"WI","PartTime",0.4474
0.738,0.786,0.799,"WI","PartTime",0.4167
0.686,0.721,0.76,"WI","PartTime",0.8224
0.65,0.707,0.758,"WI","PartTime",0.5
0.685,0.742,0.767,"WY","PartTime",0.3529
0.361,0.465,0.557,"GU","PartTime",0.4915
0.146,0.282,0.35,"MP","PartTime",0.5
0.175,0.227,0.363,"PR","PartTime",0
0.292,0.379,0.399,"PR","PartTime",0.75
0.155,0.249,0.336,"PR","PartTime",0.3636
0.19,0.207,0.23,"PR","PartTime",0.6
0.466,0.548,0.541,"PR","PartTime",1
0.179,0.238,0.235,"PR","PartTime",0.3
0.179,0.238,0.235,"PR","PartTime",0.5
0.178,0.191,0.249,"PR","PartTime",1
0.178,0.191,0.249,"PR","PartTime",0.6667
0.314,0.323,0.414,"PR","PartTime",0
0.226,0.24,0.274,"PR","PartTime",0.1607
0.175,0.203,0.246,"PR","PartTime",0.8367
0.146,0.234,0.231,"PR","PartTime",0.5
0.218,0.249,0.285,"PR","PartTime",0.3333
0.218,0.249,0.285,"PR","PartTime",1
0.218,0.249,0.285,"PR","PartTime",0.3
0.218,0.249,0.285,"PR","PartTime",0.6667
0.218,0.249,0.285,"PR","PartTime",0.3333
0.218,0.249,0.285,"PR","PartTime",0.2308
0.218,0.249,0.285,"PR","PartTime",0.5
0.218,0.249,0.285,"PR","PartTime",0
0.218,0.249,0.285,"PR","PartTime",0.375
0.198,0.201,0.22,"PR","PartTime",0.5026
0.596,NA,NA,"PR","PartTime",1
0.356,NA,NA,"PR","PartTime",0.5313
0.211,0.244,0.297,"PR","PartTime",0.3385
0.268,0.274,0.299,"PR","PartTime",0.7073
0.379,0.493,0.534,"PR","PartTime",0.7879
0.178,0.191,0.249,"PR","PartTime",0
0.227,0.265,0.298,"PR","PartTime",0.2
0.407,0.571,0.594,"VI","PartTime",0.3704
0.779,0.807,0.839,"IN","PartTime",0.4706
0.577,0.631,0.675,"TX","PartTime",0
0.206,0.225,0.281,"PR","PartTime",1
0.364,0.387,0.43,"VT","PartTime",0.6667
0.478,0.601,0.59,"SC","PartTime",0.2
0.432,0.514,0.595,"IA","PartTime",0.2411
0.728,NA,NA,"CA","PartTime",0.8182
0.179,0.238,0.235,"PR","PartTime",0.25
0.59,0.722,0.771,"AZ","PartTime",0.16
0.639,0.71,0.731,"PA","PartTime",0.3333
0.198,0.211,0.327,"MT","PartTime",0.0286
0.667,0.733,0.766,"CA","PartTime",0.5851
0.543,0.67,0.706,"HI","PartTime",0
0.495,0.571,0.639,"FL","PartTime",0.1333
0.543,0.67,0.706,"GA","PartTime",0.2857
0.755,0.801,0.832,"WA","PartTime",0.6765
0.755,0.801,0.832,"WA","PartTime",0.4444
0.345,0.336,0.496,"WA","PartTime",0
0.437,0.442,0.414,"UT","PartTime",0.5
0.497,0.575,0.664,"FL","PartTime",1
0.528,0.638,0.635,"TX","PartTime",0.5385
0.444,0.578,0.612,"TN","PartTime",0
0.407,0.556,0.659,"CA","PartTime",0.8333
0.696,0.749,0.787,"AZ","PartTime",0.5
0.34,0.39,0.414,"FL","PartTime",0.9487
0.403,0.495,0.539,"TX","PartTime",0.5938
0.58,0.692,0.742,"CA","PartTime",0.6667
0.543,0.67,0.706,"CA","PartTime",0.3846
0.688,0.783,0.809,"MN","PartTime",0.3151
0.59,0.638,0.688,"FL","PartTime",0.622
0.672,0.714,0.769,"IN","PartTime",1
0.696,0.749,0.787,"AZ","PartTime",0.4167
0.543,0.67,0.706,"IL","PartTime",0
0.358,0.374,0.622,"NJ","PartTime",0.8333
0.77,0.825,0.854,"FL","PartTime",0.3874
0.481,0.552,0.603,"IL","PartTime",0.3158
0.447,0.589,0.529,"AZ","PartTime",0.0833
0.59,0.679,0.744,"MD","PartTime",0.3882
0.354,0.445,0.449,"NH","PartTime",1
0.497,0.575,0.664,"LA","PartTime",0.25
0.641,0.745,0.724,"FL","PartTime",0.7805
0.543,0.67,0.706,"AZ","PartTime",0
0.543,0.67,0.706,"CA","PartTime",0.5
0.771,0.828,0.859,"CT","PartTime",0.5
0.771,0.828,0.859,"CT","PartTime",0.3333
0.771,0.828,0.859,"CT","PartTime",0.5714
NA,NA,NA,"VA","PartTime",0.6154
0.281,0.321,0.367,"AZ","PartTime",0.8333
0.602,0.568,0.594,"VA","PartTime",0.2143
0.496,0.566,0.63,"GA","PartTime",0.125
0.533,0.519,0.586,"IN","PartTime",0.5
0.408,0.494,0.548,"VA","PartTime",0.3529
0.116,0.126,0.122,"PR","PartTime",0.5
0.59,0.655,NA,"NJ","PartTime",0
0.689,0.75,0.782,"OR","PartTime",0.6452
0.239,NA,0.25,"PR","PartTime",0
0.726,0.763,NA,"NV","PartTime",0.4737
0.64,0.707,0.76,"CA","PartTime",0.6222
0.543,0.67,0.706,"CA","PartTime",0.25
0.543,0.67,0.706,"TX","PartTime",0.7143
0.798,0.791,0.812,"PA","PartTime",0
0.275,0.286,0.395,"MO","PartTime",1
NA,NA,NA,"KS","PartTime",0.271
0.7,0.781,0.841,"WA","PartTime",0
0.18,0.206,0.237,"PR","PartTime",0.6098
0.59,0.679,0.744,"TN","PartTime",0.3052
0.59,0.679,0.744,"PA","PartTime",0.287
0.281,0.321,0.367,"NM","PartTime",0.6389
0.356,NA,NA,"TX","PartTime",0.75
0.496,0.566,0.63,"IL","PartTime",0.1953
0.496,0.566,0.63,"TX","PartTime",0.5
0.645,NA,NA,"CA","PartTime",0.3333
0.59,0.679,0.712,"MO","PartTime",0
0.59,0.638,0.688,"NC","PartTime",0
0.544,0.668,0.6,"FL","PartTime",0
0.491,0.569,NA,"PA","PartTime",0
0.417,0.441,0.528,"UT","PartTime",0.3571
0.589,NA,NA,"GA","PartTime",0.522
0.41,NA,NA,"CA","PartTime",0.5
0.447,0.589,0.529,"IN","PartTime",0.3043
0.358,0.374,0.622,"NJ","PartTime",0.8
0.543,0.67,0.706,"CA","PartTime",0.5143
0.543,0.67,0.706,"CO","PartTime",0
0.673,0.719,0.754,"FL","PartTime",0.5357
0.696,0.749,0.787,"AZ","PartTime",0.3
0.408,0.494,0.548,"TN","PartTime",0.25
0.59,0.679,0.744,"FL","PartTime",0.3333
0.701,0.774,0.833,"WV","PartTime",0.8658
0.478,0.601,0.59,"FL","PartTime",0.5
0.65,0.703,0.742,"VA","PartTime",0.6667
0.408,0.494,0.548,"SC","PartTime",0
0.543,0.67,0.706,"CA","PartTime",0.25
0.59,0.679,0.744,"DE","PartTime",0.3913
0.59,0.679,0.744,"AL","PartTime",0.3269
0.543,0.67,0.706,"TN","PartTime",0
0.543,0.67,0.706,"CA","PartTime",0.3333
0.8,0.887,NA,"AL","PartTime",0.2292
0.785,0.793,NA,"CA","PartTime",0.0189
0.444,0.532,0.586,"PA","PartTime",0.2857
0.673,0.719,0.754,"FL","PartTime",0.2
0.481,0.552,0.603,"MI","PartTime",0.0909
0.485,0.587,0.601,"TX","PartTime",0.413
0.478,0.601,0.59,"NC","PartTime",0.2941
0.59,0.679,0.744,"NC","PartTime",0.2454
0.59,0.679,0.744,"NJ","PartTime",0.1897
0.902,0.892,0.859,"IL","PartTime",0
0.902,0.892,0.859,"AZ","PartTime",0
0.543,0.67,0.706,"AZ","PartTime",0.1316
0.379,0.493,0.534,"FL","PartTime",1
0.379,0.493,0.534,"FL","PartTime",0
NA,NA,NA,"VA","PartTime",1
0.408,0.494,0.548,"VA","PartTime",0.5
0.59,0.679,0.744,"AR","PartTime",0.1667
0.59,0.679,0.744,"GA","PartTime",0.3269
0.59,0.679,0.744,"SC","PartTime",0.3014
0.59,0.679,0.744,"TX","PartTime",0.3529
0.485,0.587,0.601,"TX","PartTime",0.4444
0.407,0.476,0.502,"UT","PartTime",0
0.478,0.601,0.59,"VA","PartTime",0.3333
0.478,0.601,0.59,"VA","PartTime",0
NA,NA,NA,"CA","PartTime",0.2667
0.497,0.575,0.664,"WI","PartTime",0.5
NA,NA,NA,"TX","PartTime",0.4737
0.59,0.679,0.744,"DC","PartTime",0.3257
0.59,0.638,0.688,"RI","PartTime",0.3571
NA,NA,NA,"VA","PartTime",0
0.902,0.892,0.859,"VA","PartTime",1
NA,NA,NA,"AZ","PartTime",1
NA,NA,NA,"NC","PartTime",0.25
NA,NA,NA,"GA","PartTime",0
NA,NA,NA,"NC","PartTime",1
NA,NA,NA,"KY","PartTime",0.375
NA,NA,NA,"TX","PartTime",0
NA,NA,NA,"FL","PartTime",0
NA,NA,NA,"CA","PartTime",0
NA,NA,NA,"CT","PartTime",0.1667
0.902,0.892,0.859,"MO","PartTime",0
0.902,0.892,0.859,"TX","PartTime",0
0.478,0.601,0.59,"MI","PartTime",1
0.689,0.73,0.759,"CA","PartTime",0.3704
0.478,0.601,0.59,"GA","PartTime",0.2346
NA,NA,NA,"TX","PartTime",1
0.902,0.892,0.859,"IN","PartTime",0
0.702,0.768,0.791,"PA","PartTime",0.5108
0.432,0.514,0.595,"ME","PartTime",1
0.478,0.601,0.59,"TX","PartTime",0
0.478,0.601,0.59,"OH","PartTime",0
NA,NA,NA,"CA","PartTime",0.6667
0.478,0.601,0.59,"NC","PartTime",0
0.82,0.89,0.869,"GA","PartTime",0.75
0.457,0.508,0.579,"GA","PartTime",0.3939
0.579,0.656,0.72,"NY","PartTime",0.125
0.579,0.656,0.72,"AZ","PartTime",0.2
0.579,0.656,0.72,"CA","PartTime",0.2093
0.579,0.656,0.72,"CO","PartTime",0.6667
0.579,0.656,0.72,"FL","PartTime",0
0.579,0.656,0.72,"GA","PartTime",0.0833
0.579,0.656,0.72,"IL","PartTime",0.25
0.579,0.656,0.72,"MO","PartTime",0
0.579,0.656,0.72,"NV","PartTime",0
0.579,0.656,0.72,"NJ","PartTime",0.2105
0.579,0.656,0.72,"NC","PartTime",0
0.579,0.656,0.72,"OH","PartTime",0.25
0.579,0.656,0.72,"PA","PartTime",0.3333
0.579,0.656,0.72,"TX","PartTime",0.1538
0.579,0.656,0.72,"VA","PartTime",0.3333
0.649,0.723,0.749,"GA","PartTime",0.5946
0.696,0.749,0.787,"AZ","PartTime",0.5009
0.735,0.797,0.832,"FL","PartTime",0.7059
0.678,0.73,0.759,"TX","PartTime",0.5833
NA,NA,NA,"FL","PartTime",0.8571
NA,NA,NA,"FL","PartTime",0.5
NA,NA,NA,"CA","PartTime",0
NA,NA,NA,"GA","PartTime",0.5929
NA,NA,NA,"TN","PartTime",1
NA,NA,NA,"NV","PartTime",0
NA,NA,NA,"NV","PartTime",0.7436
NA,NA,NA,"ME","PartTime",0.6
NA,NA,NA,"WA","PartTime",0.45
NA,NA,NA,"NC","PartTime",0.4
NA,NA,NA,"CA","PartTime",0.3333
NA,NA,NA,"CA","PartTime",0.6667
NA,NA,NA,"IN","PartTime",0.4433
